generation,timestamp,avg_elo,peak_elo,min_elo,std_elo,policy_entropy,entropy_variance,mutation_rate,population_diversity,avg_fitness,min_fitness,max_fitness,std_fitness
3,2026-02-02T19:24:35.130296,1529.8243493470109,1557.8164323899712,,,1.3176045632362365,0.0006125028730592078,0.04965000000000001,7.5500318177541095,848.80833984375,,,
27,2026-02-02T19:24:37.955678,1550.3635282586772,1550.377205882322,,,1.2074485528469086,0.001983277604977359,0.05000000000000001,6.955516623102053,848.79833984375,,,
4,2026-02-02T19:24:39.118299,1535.6508062298913,1555.9026172337112,,,1.302839926481247,0.0008599312606131817,0.05000000000000001,8.073296725244234,848.79833984375,,,
28,2026-02-02T19:24:42.106022,1550.3663676699548,1550.3763308945481,,,1.2081070739030837,0.0023056895594391275,0.05000000000000001,6.898939115495393,848.79833984375,,,
5,2026-02-02T19:24:43.067890,1539.7099553132723,1554.45094398869,,,1.2926090943813324,0.0011240439424648216,0.05000000000000001,8.33820216438987,848.79833984375,,,
29,2026-02-02T19:24:46.174816,1550.3684602191959,1550.3755184640165,,,1.2121942448616028,0.0018956954159047882,0.05000000000000001,6.834844583838877,848.79833984375,,,
6,2026-02-02T19:24:47.012301,1542.5086161340887,1553.3272701129608,,,1.2711799192428588,0.0021635577084795216,0.05000000000000001,8.592184359714238,848.79833984375,,,
30,2026-02-02T19:24:50.078639,1550.370111481091,1550.3750590517232,,,1.2215536719560622,0.0018715598047625687,0.05000000000000001,6.875442596589676,848.79833984375,,,
7,2026-02-02T19:24:50.744394,1544.5510113215655,1552.552385387807,,,1.2594145458936692,0.0017647396357887257,0.05000000000000001,8.713141125091399,848.79833984375,,,
31,2026-02-02T19:24:53.936351,1550.371083103454,1550.3746919150215,,,1.2104239600896836,0.0017512333362953109,0.05000000000000001,6.967167578128853,848.79833984375,,,
8,2026-02-02T19:24:54.474343,1546.1398427571676,1551.9446160888972,,,1.2375965809822083,0.0022862226566959065,0.05000000000000001,8.718074501885308,848.79833984375,,,
32,2026-02-02T19:24:57.884143,1550.3717408110122,1550.3744212892038,,,1.2160486823320389,0.0017047942838916863,0.05000000000000001,7.032765796353119,848.79833984375,,,
9,2026-02-02T19:24:58.348947,1547.2048876435902,1551.4837692260546,,,1.2314400857686996,0.0023474201521023162,0.05000000000000001,8.695094091627332,848.79833984375,,,
33,2026-02-02T19:25:01.818482,1550.3722376269152,1550.3742150576643,,,1.2031845897436142,0.0023068354618931064,0.05000000000000001,6.975502091417409,848.79833984375,,,
10,2026-02-02T19:25:02.175765,1547.986698560733,1551.2114726068837,,,1.2299570441246033,0.0018958340858587519,0.05000000000000001,8.481281109626847,848.79833984375,,,
34,2026-02-02T19:25:05.623203,1550.372621691417,1550.374056160869,,,1.2098570203781127,0.0026534484322162876,0.05000000000000001,7.041216321521335,848.79833984375,,,
11,2026-02-02T19:25:05.888731,1548.6710135247813,1551.001596364964,,,1.2187605971097946,0.0024324253031161045,0.05000000000000001,8.414493681059943,848.79833984375,,,
35,2026-02-02T19:25:09.381471,1550.3728902491378,1550.373952630176,,,1.2116701465845108,0.002094317959181805,0.05000000000000001,7.080713596632986,848.79833984375,,,
12,2026-02-02T19:25:09.567479,1549.1412370026073,1550.8275937822416,,,1.2211209523677826,0.002540481538745779,0.05000000000000001,8.144360958253495,848.79833984375,,,
36,2026-02-02T19:25:13.129643,1550.373072374213,1550.3738719492035,,,1.197226718366146,0.0024011444402365,0.05000000000000001,7.155404232969188,848.79833984375,,,
13,2026-02-02T19:25:13.334605,1549.4823452053465,1550.7003499938526,,,1.2155437177419663,0.0020066164490028624,0.05000000000000001,7.9854484559068775,848.79833984375,,,
37,2026-02-02T19:25:17.482621,1550.3732324719197,1550.3738180140688,,,1.1983417999744415,0.0020294379882494396,0.05000000000000001,7.13294119199117,848.79833984375,,,
14,2026-02-02T19:25:17.647215,1549.722139856008,1550.613113213576,,,1.2212073242664336,0.0016705860683135982,0.05000000000000001,7.85954665049158,848.79833984375,,,
38,2026-02-02T19:25:22.222072,1550.3733528207167,1550.3737754019592,,,1.1964938074350357,0.0022357693607480567,0.05000000000000001,7.0225517753157956,848.79833984375,,,
15,2026-02-02T19:25:22.350912,1549.8807595728106,1550.5435547243678,,,1.2048772537708283,0.002026679208620395,0.05000000000000001,7.8830864529657845,848.79833984375,,,
39,2026-02-02T19:25:27.033735,1550.3734332846188,1550.373742772697,,,1.2031891590356827,0.0019414517449036306,0.05000000000000001,7.0723509723971585,848.79833984375,,,
16,2026-02-02T19:25:27.075914,1549.9964803946102,1550.5059853642606,,,1.2009119200706482,0.002058009904182461,0.05000000000000001,7.812341700659858,848.79833984375,,,
40,2026-02-02T19:25:31.838502,1550.3734863434486,1550.373720583028,,,1.1894769760966302,0.0023878237859657537,0.05000000000000001,7.066277459944137,848.79833984375,,,
17,2026-02-02T19:25:31.899544,1550.0910243546725,1550.467535514121,,,1.2041084960103035,0.002635303904700945,0.05000000000000001,7.535663190610481,848.79833984375,,,
41,2026-02-02T19:25:36.712886,1550.3735310987252,1550.3737040682984,,,1.2080338931083678,0.0017591345870585202,0.05000000000000001,7.1114885369214145,848.79833984375,,,
18,2026-02-02T19:25:36.742190,1550.165489617841,1550.4420378179987,,,1.1966828215122223,0.002114175942546011,0.05000000000000001,7.476730458327014,848.79833984375,,,
42,2026-02-02T19:25:41.547743,1550.3735688347685,1550.3736919048747,,,1.1984382927417756,0.0022860918419933896,0.05000000000000001,7.068585330500747,848.79833984375,,,
19,2026-02-02T19:25:41.568318,1550.2252776326814,1550.4220746760914,,,1.1979929214715959,0.0024248398913375266,0.05000000000000001,7.429536968096338,848.79833984375,,,
20,2026-02-02T19:25:46.259762,1550.2683917015963,1550.409448025439,,,1.1938261863589288,0.0035512080878028597,0.05000000000000001,7.278158002044215,848.79833984375,,,
43,2026-02-02T19:25:46.276610,1550.373595552351,1550.3736821409366,,,1.1976051175594329,0.002083234033639387,0.05000000000000001,7.011590239014288,848.79833984375,,,
21,2026-02-02T19:25:50.625067,1550.2972481479062,1550.3992390310414,,,1.2069442665576935,0.002298236077065086,0.05000000000000001,7.169297879633278,848.79833984375,,,
44,2026-02-02T19:25:50.693755,1550.373613383472,1550.3736757459403,,,1.2027483212947845,0.001901565089974808,0.05000000000000001,7.020017514951301,848.79833984375,,,
22,2026-02-02T19:25:55.261106,1550.3188919954234,1550.3916689792327,,,1.2032869464159013,0.0020374063707767217,0.05000000000000001,7.132236352689339,848.79833984375,,,
45,2026-02-02T19:25:55.391657,1550.373625118668,1550.3736710124851,,,1.1824377000331878,0.0027110560506993053,0.05000000000000001,6.931258624780058,848.79833984375,,,
23,2026-02-02T19:26:00.072236,1550.3347963341348,1550.386400790544,,,1.2031480777263641,0.0021046301846367314,0.05000000000000001,6.968942142255378,848.79833984375,,,
46,2026-02-02T19:26:00.223255,1550.373634454505,1550.373667591883,,,1.1988135105371476,0.0023842970363548797,0.05000000000000001,6.951051053519201,848.79833984375,,,
24,2026-02-02T19:26:04.835329,1550.3456695056618,1550.3827948164412,,,1.1940813553333283,0.0024658591646940222,0.05000000000000001,7.009681051523999,848.79833984375,,,
47,2026-02-02T19:26:04.912575,1550.373641264865,1550.3736651808601,,,1.1948389628529548,0.00246359041719544,0.05000000000000001,7.006797573397858,848.79833984375,,,
25,2026-02-02T19:26:09.692245,1550.3541381995915,1550.3802697964027,,,1.2156368714571,0.0021108135784179295,0.05000000000000001,6.9837662839407875,848.79833984375,,,
48,2026-02-02T19:26:09.752787,1550.3736455788985,1550.3736633772912,,,1.1936528879404067,0.0027491493540361166,0.05000000000000001,7.034385858882557,848.79833984375,,,
26,2026-02-02T19:26:14.430797,1550.3598946976178,1550.3785263628615,,,1.2151232370734215,0.002139993912182074,0.05000000000000001,7.013905021590416,848.79833984375,,,
49,2026-02-02T19:26:14.495421,1550.373648872361,1550.373662098291,,,1.1961624324321747,0.0025406105211181894,0.05000000000000001,7.046056691853687,848.79833984375,,,
27,2026-02-02T19:26:18.448736,1550.3635282586772,1550.377205882322,,,1.2074485528469086,0.001983277604977359,0.05000000000000001,6.955516623102053,848.79833984375,,,
28,2026-02-02T19:26:21.642632,1550.3663676699548,1550.3763308945481,,,1.2081070739030837,0.0023056895594391275,0.05000000000000001,6.898939115495393,848.79833984375,,,
29,2026-02-02T19:26:25.145458,1550.3684602191959,1550.3755184640165,,,1.2121942448616028,0.0018956954159047882,0.05000000000000001,6.834844583838877,848.79833984375,,,
30,2026-02-02T19:26:28.336639,1550.370111481091,1550.3750590517232,,,1.2215536719560622,0.0018715598047625687,0.05000000000000001,6.875442596589676,848.79833984375,,,
31,2026-02-02T19:26:31.770815,1550.371083103454,1550.3746919150215,,,1.2104239600896836,0.0017512333362953109,0.05000000000000001,6.967167578128853,848.79833984375,,,
32,2026-02-02T19:26:35.052963,1550.3717408110122,1550.3744212892038,,,1.2160486823320389,0.0017047942838916863,0.05000000000000001,7.032765796353119,848.79833984375,,,
33,2026-02-02T19:26:38.422789,1550.3722376269152,1550.3742150576643,,,1.2031845897436142,0.0023068354618931064,0.05000000000000001,6.975502091417409,848.79833984375,,,
34,2026-02-02T19:26:41.651751,1550.372621691417,1550.374056160869,,,1.2098570203781127,0.0026534484322162876,0.05000000000000001,7.041216321521335,848.79833984375,,,
35,2026-02-02T19:26:44.898949,1550.3728902491378,1550.373952630176,,,1.2116701465845108,0.002094317959181805,0.05000000000000001,7.080713596632986,848.79833984375,,,
36,2026-02-02T19:26:48.123694,1550.373072374213,1550.3738719492035,,,1.197226718366146,0.0024011444402365,0.05000000000000001,7.155404232969188,848.79833984375,,,
37,2026-02-02T19:26:51.389176,1550.3732324719197,1550.3738180140688,,,1.1983417999744415,0.0020294379882494396,0.05000000000000001,7.13294119199117,848.79833984375,,,
38,2026-02-02T19:26:54.615418,1550.3733528207167,1550.3737754019592,,,1.1964938074350357,0.0022357693607480567,0.05000000000000001,7.0225517753157956,848.79833984375,,,
39,2026-02-02T19:26:57.854108,1550.3734332846188,1550.373742772697,,,1.2031891590356827,0.0019414517449036306,0.05000000000000001,7.0723509723971585,848.79833984375,,,
40,2026-02-02T19:27:01.108278,1550.3734863434486,1550.373720583028,,,1.1894769760966302,0.0023878237859657537,0.05000000000000001,7.066277459944137,848.79833984375,,,
41,2026-02-02T19:27:04.369341,1550.3735310987252,1550.3737040682984,,,1.2080338931083678,0.0017591345870585202,0.05000000000000001,7.1114885369214145,848.79833984375,,,
42,2026-02-02T19:27:07.575517,1550.3735688347685,1550.3736919048747,,,1.1984382927417756,0.0022860918419933896,0.05000000000000001,7.068585330500747,848.79833984375,,,
43,2026-02-02T19:27:10.826735,1550.373595552351,1550.3736821409366,,,1.1976051175594329,0.002083234033639387,0.05000000000000001,7.011590239014288,848.79833984375,,,
44,2026-02-02T19:27:14.087707,1550.373613383472,1550.3736757459403,,,1.2027483212947845,0.001901565089974808,0.05000000000000001,7.020017514951301,848.79833984375,,,
45,2026-02-02T19:27:17.279695,1550.373625118668,1550.3736710124851,,,1.1824377000331878,0.0027110560506993053,0.05000000000000001,6.931258624780058,848.79833984375,,,
46,2026-02-02T19:27:20.467524,1550.373634454505,1550.373667591883,,,1.1988135105371476,0.0023842970363548797,0.05000000000000001,6.951051053519201,848.79833984375,,,
47,2026-02-02T19:27:23.682314,1550.373641264865,1550.3736651808601,,,1.1948389628529548,0.00246359041719544,0.05000000000000001,7.006797573397858,848.79833984375,,,
48,2026-02-02T19:27:27.005889,1550.3736455788985,1550.3736633772912,,,1.1936528879404067,0.0027491493540361166,0.05000000000000001,7.034385858882557,848.79833984375,,,
49,2026-02-02T19:27:30.370855,1550.373648872361,1550.373662098291,,,1.1961624324321747,0.0025406105211181894,0.05000000000000001,7.046056691853687,848.79833984375,,,
